lat,lon,depth,geometry
45.152344,12.613281,-26.89883,POINT (45.15234375 12.61328125)
45.152344,12.621094,-27.036345,POINT (45.15234375 12.62109375)
45.152344,12.628906,-27.23176,POINT (45.15234375 12.62890625)
45.152344,12.636719,-27.466133,POINT (45.15234375 12.63671875)
45.152344,12.644531,-27.611454,POINT (45.15234375 12.64453125)
45.152344,12.652344,-27.72951,POINT (45.15234375 12.65234375)
45.152344,12.660156,-27.845984,POINT (45.15234375 12.66015625)
45.152344,12.667969,-27.979176,POINT (45.15234375 12.66796875)
45.152344,12.675781,-28.124228,POINT (45.15234375 12.67578125)
45.152344,12.683594,-28.249058,POINT (45.15234375 12.68359375)
45.152344,12.691406,-28.335316,POINT (45.15234375 12.69140625)
45.160156,12.222656,0.0,POINT (45.16015625 12.22265625)
45.160156,12.230469,0.0,POINT (45.16015625 12.23046875)
45.160156,12.238281,0.0,POINT (45.16015625 12.23828125)
45.160156,12.246094,0.0,POINT (45.16015625 12.24609375)
45.160156,12.253906,0.0,POINT (45.16015625 12.25390625)
45.160156,12.261719,0.0,POINT (45.16015625 12.26171875)
45.160156,12.269531,0.0,POINT (45.16015625 12.26953125)
45.160156,12.277344,0.0,POINT (45.16015625 12.27734375)
45.160156,12.285156,0.0,POINT (45.16015625 12.28515625)
45.160156,12.292969,0.0,POINT (45.16015625 12.29296875)
45.160156,12.300781,0.0,POINT (45.16015625 12.30078125)
45.160156,12.308594,0.0,POINT (45.16015625 12.30859375)
45.160156,12.316406,0.0,POINT (45.16015625 12.31640625)
45.160156,12.324219,0.0,POINT (45.16015625 12.32421875)
45.160156,12.332031,0.0,POINT (45.16015625 12.33203125)
45.160156,12.339844,-1.2002392,POINT (45.16015625 12.33984375)
45.160156,12.347656,-6.3816543,POINT (45.16015625 12.34765625)
45.160156,12.355469,-11.994891,POINT (45.16015625 12.35546875)
45.160156,12.363281,-15.602405,POINT (45.16015625 12.36328125)
45.160156,12.371094,-18.427893,POINT (45.16015625 12.37109375)
45.160156,12.378906,-20.307322,POINT (45.16015625 12.37890625)
45.160156,12.386719,-21.194794,POINT (45.16015625 12.38671875)
45.160156,12.394531,-21.852978,POINT (45.16015625 12.39453125)
45.160156,12.402344,-22.734903,POINT (45.16015625 12.40234375)
45.160156,12.410156,-23.548513,POINT (45.16015625 12.41015625)
45.160156,12.417969,-24.203638,POINT (45.16015625 12.41796875)
45.160156,12.425781,-24.654163,POINT (45.16015625 12.42578125)
45.160156,12.433594,-24.836573,POINT (45.16015625 12.43359375)
45.160156,12.441406,-24.708826,POINT (45.16015625 12.44140625)
45.160156,12.449219,-24.100004,POINT (45.16015625 12.44921875)
45.160156,12.457031,-23.25281,POINT (45.16015625 12.45703125)
45.160156,12.464844,-22.862543,POINT (45.16015625 12.46484375)
45.160156,12.472656,-23.52943,POINT (45.16015625 12.47265625)
45.160156,12.480469,-24.359146,POINT (45.16015625 12.48046875)
45.160156,12.488281,-25.03258,POINT (45.16015625 12.48828125)
45.160156,12.496094,-25.701223,POINT (45.16015625 12.49609375)
45.160156,12.503906,-25.27035,POINT (45.16015625 12.50390625)
45.160156,12.511719,-24.9001,POINT (45.16015625 12.51171875)
45.160156,12.519531,-24.859114,POINT (45.16015625 12.51953125)
45.160156,12.527344,-24.894001,POINT (45.16015625 12.52734375)
45.160156,12.535156,-24.881044,POINT (45.16015625 12.53515625)
45.160156,12.542969,-24.885126,POINT (45.16015625 12.54296875)
45.160156,12.550781,-24.912493,POINT (45.16015625 12.55078125)
45.160156,12.558594,-24.89647,POINT (45.16015625 12.55859375)
45.160156,12.566406,-24.917538,POINT (45.16015625 12.56640625)
45.160156,12.574219,-24.966894,POINT (45.16015625 12.57421875)
45.160156,12.582031,-25.021662,POINT (45.16015625 12.58203125)
45.160156,12.589844,-25.03617,POINT (45.16015625 12.58984375)
45.160156,12.597656,-25.058952,POINT (45.16015625 12.59765625)
45.160156,12.605469,-25.219158,POINT (45.16015625 12.60546875)
